# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 40.734, 19.437 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"lat": "40.73359591755215", "lon": "19.437023344892737", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "header": "true", "local_time": "false", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-07-22 14:00,0.439,0.326,0.230,31.948,0
2015-07-22 15:00,0.267,0.123,0.213,31.818,0
2015-07-22 16:00,0.118,0.017,0.142,31.454,0
2015-07-22 17:00,0.040,0,0.068,30.459,0
2015-07-22 18:00,0,0,0.004,29.333,0
2015-07-22 19:00,0,0,0,28.757,0
2015-07-22 20:00,0,0,0,28.242,0
2015-07-22 21:00,0,0,0,27.875,0
2015-07-22 22:00,0,0,0,27.598,0
2015-07-22 23:00,0,0,0,27.356,0
2015-07-23 00:00,0,0,0,27.129,0
2015-07-23 01:00,0,0,0,27.061,0
2015-07-23 02:00,0,0,0,27.091,0
2015-07-23 03:00,0,0,0,27.012,0
2015-07-23 04:00,0.007,0,0.027,27.446,0
2015-07-23 05:00,0.113,0.049,0.103,28.259,0
2015-07-23 06:00,0.271,0.193,0.143,29.222,0
2015-07-23 07:00,0.435,0.386,0.159,30.053,0
2015-07-23 08:00,0.571,0.575,0.163,30.781,0
2015-07-23 09:00,0.663,0.708,0.172,31.328,0
2015-07-23 10:00,0.710,0.773,0.185,31.423,0
2015-07-23 11:00,0.713,0.768,0.196,31.360,0
2015-07-23 12:00,0.674,0.695,0.204,31.284,0
2015-07-23 13:00,0.592,0.567,0.204,31.188,0
2015-07-23 14:00,0.469,0.396,0.197,31.015,0
2015-07-23 15:00,0.312,0.213,0.175,30.794,0
2015-07-23 16:00,0.145,0.054,0.136,30.370,0
2015-07-23 17:00,0.045,0,0.074,29.373,0
2015-07-23 18:00,0,0,0.006,28.613,0
2015-07-23 19:00,0,0,0,28.349,0
2015-07-23 20:00,0,0,0,28.085,0
2015-07-23 21:00,0,0,0,27.688,0
2015-07-23 22:00,0,0,0,27.282,0
2015-07-23 23:00,0,0,0,26.937,0
2015-07-24 00:00,0,0,0,26.638,0
2015-07-24 01:00,0,0,0,26.356,0
2015-07-24 02:00,0,0,0,26.102,0
2015-07-24 03:00,0,0,0,25.770,0
2015-07-24 04:00,0.011,0,0.031,26.260,0
2015-07-24 05:00,0.117,0.068,0.088,27.186,0
2015-07-24 06:00,0.248,0.147,0.160,28.250,0
2015-07-24 07:00,0.369,0.223,0.234,29.206,0
2015-07-24 08:00,0.462,0.282,0.299,29.920,0
2015-07-24 09:00,0.658,0.681,0.187,30.314,0
2015-07-24 10:00,0.713,0.771,0.186,30.413,0
2015-07-24 11:00,0.716,0.762,0.199,30.230,0
2015-07-24 12:00,0.675,0.682,0.211,30.005,0
2015-07-24 13:00,0.593,0.558,0.209,29.793,0
2015-07-24 14:00,0.469,0.389,0.200,29.543,0
2015-07-24 15:00,0.311,0.203,0.181,29.255,0
2015-07-24 16:00,0.139,0.032,0.149,28.801,0
2015-07-24 17:00,0.042,0,0.070,27.995,0
2015-07-24 18:00,0,0,0.005,27.098,0
2015-07-24 19:00,0,0,0,26.755,0
2015-07-24 20:00,0,0,0,26.491,0
2015-07-24 21:00,0,0,0,26.275,0
2015-07-24 22:00,0,0,0,26.088,0
2015-07-24 23:00,0,0,0,25.907,0
2015-07-25 00:00,0,0,0,25.648,0
2015-07-25 01:00,0,0,0,25.414,0
2015-07-25 02:00,0,0,0,25.170,0
2015-07-25 03:00,0,0,0,24.992,0
2015-07-25 04:00,0.011,0,0.031,25.498,0
2015-07-25 05:00,0.106,0.036,0.107,26.375,0
2015-07-25 06:00,0.256,0.153,0.162,27.543,0
2015-07-25 07:00,0.426,0.351,0.178,28.639,0
2015-07-25 08:00,0.563,0.536,0.184,29.519,0
2015-07-25 09:00,0.644,0.628,0.216,30.061,0
2015-07-25 10:00,0.713,0.769,0.188,30.259,0
2015-07-25 11:00,0.716,0.760,0.201,30.181,0
2015-07-25 12:00,0.675,0.683,0.211,29.998,0
2015-07-25 13:00,0.594,0.559,0.209,29.882,0
2015-07-25 14:00,0.470,0.395,0.197,29.740,0
2015-07-25 15:00,0.314,0.214,0.174,29.469,0
2015-07-25 16:00,0.144,0.052,0.136,28.962,0
2015-07-25 17:00,0.038,0,0.065,28.091,0
2015-07-25 18:00,0,0,0.005,27.192,0
2015-07-25 19:00,0,0,0,26.848,0
2015-07-25 20:00,0,0,0,26.569,0
2015-07-25 21:00,0,0,0,26.459,0
2015-07-25 22:00,0,0,0,26.387,0
2015-07-25 23:00,0,0,0,26.318,0
2015-07-26 00:00,0,0,0,26.217,0
2015-07-26 01:00,0,0,0,25.932,0
2015-07-26 02:00,0,0,0,25.585,0
2015-07-26 03:00,0,0,0,25.222,0
2015-07-26 04:00,0.012,0,0.032,25.773,0
2015-07-26 05:00,0.117,0.067,0.087,26.788,0
2015-07-26 06:00,0.285,0.241,0.110,28.094,0
2015-07-26 07:00,0.449,0.435,0.128,29.677,0
2015-07-26 08:00,0.579,0.603,0.147,30.648,0
2015-07-26 09:00,0.669,0.728,0.162,31.139,0
2015-07-26 10:00,0.713,0.785,0.178,31.423,0
2015-07-26 11:00,0.713,0.770,0.195,31.550,0
2015-07-26 12:00,0.674,0.696,0.203,31.439,0
2015-07-26 13:00,0.591,0.565,0.205,31.139,0
2015-07-26 14:00,0.462,0.375,0.208,30.684,0
2015-07-26 15:00,0.311,0.212,0.175,30.141,0
2015-07-26 16:00,0.138,0.039,0.142,29.405,0
2015-07-26 17:00,0.043,0,0.071,28.275,0
2015-07-26 18:00,0,0,0.005,27.079,0
2015-07-26 19:00,0,0,0,26.732,0
2015-07-26 20:00,0,0,0,26.514,0
2015-07-26 21:00,0,0,0,26.334,0
2015-07-26 22:00,0,0,0,26.226,0
2015-07-26 23:00,0,0,0,26.080,0
2015-07-27 00:00,0,0,0,25.877,0
2015-07-27 01:00,0,0,0,25.680,0
2015-07-27 02:00,0,0,0,25.421,0
2015-07-27 03:00,0,0,0,25.107,0
2015-07-27 04:00,0.011,0,0.031,25.661,0
2015-07-27 05:00,0.119,0.089,0.068,26.757,0
2015-07-27 06:00,0.292,0.268,0.091,28.422,0
2015-07-27 07:00,0.455,0.456,0.115,29.961,0
2015-07-27 08:00,0.584,0.623,0.135,30.825,0
2015-07-27 09:00,0.670,0.735,0.158,31.258,0
2015-07-27 10:00,0.715,0.793,0.175,31.439,0
2015-07-27 11:00,0.717,0.780,0.190,31.439,0
2015-07-27 12:00,0.676,0.701,0.200,31.334,0
2015-07-27 13:00,0.595,0.577,0.199,31.188,0
2015-07-27 14:00,0.474,0.413,0.187,30.942,0
2015-07-27 15:00,0.315,0.225,0.167,30.555,0
2015-07-27 16:00,0.143,0.058,0.130,29.910,0
2015-07-27 17:00,0.043,0,0.071,28.803,0
2015-07-27 18:00,0,0,0.005,27.591,0
2015-07-27 19:00,0,0,0,27.248,0
2015-07-27 20:00,0,0,0,27.077,0
2015-07-27 21:00,0,0,0,27.008,0
2015-07-27 22:00,0,0,0,26.995,0
2015-07-27 23:00,0,0,0,26.879,0
2015-07-28 00:00,0,0,0,26.637,0
2015-07-28 01:00,0,0,0,26.300,0
2015-07-28 02:00,0,0,0,26.077,0
2015-07-28 03:00,0,0,0,25.761,0
2015-07-28 04:00,0.010,0,0.030,26.414,0
2015-07-28 05:00,0.117,0.093,0.063,27.672,0
2015-07-28 06:00,0.291,0.272,0.087,29.033,0
2015-07-28 07:00,0.457,0.466,0.109,30.140,0
2015-07-28 08:00,0.585,0.627,0.132,30.945,0
2015-07-28 09:00,0.667,0.724,0.164,31.414,0
2015-07-28 10:00,0.712,0.785,0.179,31.594,0
2015-07-28 11:00,0.714,0.772,0.195,31.595,0
2015-07-28 12:00,0.672,0.689,0.208,31.484,0
2015-07-28 13:00,0.591,0.566,0.205,31.307,0
2015-07-28 14:00,0.471,0.405,0.191,30.988,0
2015-07-28 15:00,0.313,0.223,0.167,30.606,0
2015-07-28 16:00,0.141,0.057,0.128,30.067,0
2015-07-28 17:00,0.041,0,0.069,28.789,0
2015-07-28 18:00,0,0,0,27.492,0
2015-07-28 19:00,0,0,0,27.089,0
2015-07-28 20:00,0,0,0,26.741,0
2015-07-28 21:00,0,0,0,26.457,0
2015-07-28 22:00,0,0,0,26.284,0
2015-07-28 23:00,0,0,0,26.215,0
2015-07-29 00:00,0,0,0,26.227,0
2015-07-29 01:00,0,0,0,26.292,0
2015-07-29 02:00,0,0,0,26.317,0
2015-07-29 03:00,0,0,0,26.102,0
2015-07-29 04:00,0.009,0,0.029,26.551,0
2015-07-29 05:00,0.116,0.101,0.054,27.934,0
2015-07-29 06:00,0.293,0.283,0.080,29.605,0
2015-07-29 07:00,0.456,0.468,0.107,30.788,0
2015-07-29 08:00,0.583,0.627,0.132,31.554,0
2015-07-29 09:00,0.669,0.740,0.155,32.061,0
2015-07-29 10:00,0.709,0.784,0.180,32.354,0
2015-07-29 11:00,0.709,0.762,0.200,32.418,0
2015-07-29 12:00,0.667,0.682,0.211,32.312,0
2015-07-29 13:00,0.587,0.561,0.207,32.109,0
2015-07-29 14:00,0.468,0.403,0.191,31.799,0
2015-07-29 15:00,0.311,0.221,0.168,31.399,0
2015-07-29 16:00,0.140,0.056,0.128,30.837,0
2015-07-29 17:00,0.041,0,0.069,29.595,0
2015-07-29 18:00,0,0,0,28.226,0
2015-07-29 19:00,0,0,0,27.784,0
2015-07-29 20:00,0,0,0,27.517,0
2015-07-29 21:00,0,0,0,27.311,0
2015-07-29 22:00,0,0,0,27.089,0
2015-07-29 23:00,0,0,0,26.964,0
2015-07-30 00:00,0,0,0,26.818,0
2015-07-30 01:00,0,0,0,26.692,0
2015-07-30 02:00,0,0,0,26.613,0
2015-07-30 03:00,0,0,0,26.337,0
2015-07-30 04:00,0.009,0,0.029,26.896,0
2015-07-30 05:00,0.115,0.099,0.055,28.192,0
2015-07-30 06:00,0.292,0.283,0.080,29.704,0
2015-07-30 07:00,0.454,0.467,0.107,30.935,0
2015-07-30 08:00,0.582,0.625,0.133,31.800,0
2015-07-30 09:00,0.666,0.732,0.160,32.314,0
2015-07-30 10:00,0.707,0.778,0.184,32.628,0
2015-07-30 11:00,0.706,0.755,0.205,32.718,0
2015-07-30 12:00,0.664,0.675,0.216,32.644,0
2015-07-30 13:00,0.584,0.551,0.212,32.439,0
2015-07-30 14:00,0.464,0.395,0.196,32.101,0
2015-07-30 15:00,0.309,0.220,0.168,31.612,0
2015-07-30 16:00,0.140,0.055,0.129,30.908,0
2015-07-30 17:00,0.040,0,0.068,29.475,0
2015-07-30 18:00,0,0,0,27.935,0
2015-07-30 19:00,0,0,0,27.376,0
2015-07-30 20:00,0,0,0,27.039,0
2015-07-30 21:00,0,0,0,26.794,0
2015-07-30 22:00,0,0,0,26.634,0
2015-07-30 23:00,0,0,0,26.406,0
2015-07-31 00:00,0,0,0,26.107,0
2015-07-31 01:00,0,0,0,25.785,0
2015-07-31 02:00,0,0,0,25.489,0
2015-07-31 03:00,0,0,0,25.421,0
2015-07-31 04:00,0.009,0,0.029,26.323,0
2015-07-31 05:00,0.114,0.084,0.068,27.766,0
2015-07-31 06:00,0.284,0.256,0.097,29.769,0
2015-07-31 07:00,0.446,0.442,0.122,31.430,0
2015-07-31 08:00,0.575,0.605,0.145,32.410,0
2015-07-31 09:00,0.661,0.722,0.165,32.915,0
2015-07-31 10:00,0.705,0.776,0.184,33.151,0
2015-07-31 11:00,0.682,0.681,0.241,33.210,0
2015-07-31 12:00,0.509,0.282,0.375,33.193,0
2015-07-31 13:00,0.559,0.491,0.239,33.167,0
2015-07-31 14:00,0.460,0.391,0.197,33.033,0
2015-07-31 15:00,0.307,0.220,0.167,32.631,0
2015-07-31 16:00,0.137,0.051,0.131,31.832,0
2015-07-31 17:00,0.038,0,0.066,30.166,0
2015-07-31 18:00,0,0,0,28.827,0
2015-07-31 19:00,0,0,0,28.233,0
2015-07-31 20:00,0,0,0,27.764,0
2015-07-31 21:00,0,0,0,27.610,0
2015-07-31 22:00,0,0,0,27.539,0
2015-07-31 23:00,0,0,0,27.396,0
2015-08-01 00:00,0,0,0,27.280,0
2015-08-01 01:00,0,0,0,27.251,0
2015-08-01 02:00,0,0,0,27.194,0
2015-08-01 03:00,0,0,0,27.062,0
2015-08-01 04:00,0.008,0,0.027,27.613,0
2015-08-01 05:00,0.110,0.071,0.078,28.781,0
2015-08-01 06:00,0.282,0.255,0.096,30.297,0
2015-08-01 07:00,0.444,0.441,0.121,31.712,0
2015-08-01 08:00,0.575,0.616,0.136,32.680,0
2015-08-01 09:00,0.666,0.746,0.150,33.105,0
2015-08-01 10:00,0.714,0.816,0.160,33.061,0
2015-08-01 11:00,0.721,0.815,0.170,32.714,0
2015-08-01 12:00,0.683,0.741,0.177,32.214,0
2015-08-01 13:00,0.600,0.605,0.180,31.655,0
2015-08-01 14:00,0.472,0.418,0.179,31.000,0
2015-08-01 15:00,0.311,0.224,0.162,30.385,0
2015-08-01 16:00,0.139,0.054,0.128,29.714,0
2015-08-01 17:00,0.036,0,0.063,28.641,0
2015-08-01 18:00,0,0,0,27.485,0
2015-08-01 19:00,0,0,0,26.982,0
2015-08-01 20:00,0,0,0,26.733,0
2015-08-01 21:00,0,0,0,26.556,0
2015-08-01 22:00,0,0,0,26.409,0
2015-08-01 23:00,0,0,0,26.270,0
2015-08-02 00:00,0,0,0,26.223,0
2015-08-02 01:00,0,0,0,26.193,0
2015-08-02 02:00,0,0,0,26.108,0
2015-08-02 03:00,0,0,0,26.003,0
2015-08-02 04:00,0.008,0,0.027,26.783,0
2015-08-02 05:00,0.110,0.072,0.076,28.402,0
2015-08-02 06:00,0.283,0.258,0.094,30.263,0
2015-08-02 07:00,0.444,0.442,0.120,31.473,0
2015-08-02 08:00,0.575,0.609,0.140,32.070,0
2015-08-02 09:00,0.666,0.736,0.155,32.406,0
2015-08-02 10:00,0.715,0.810,0.164,32.479,0
2015-08-02 11:00,0.720,0.809,0.174,32.455,0
2015-08-02 12:00,0.680,0.732,0.183,32.382,0
2015-08-02 13:00,0.594,0.591,0.188,32.215,0
2015-08-02 14:00,0.466,0.405,0.187,31.860,0
2015-08-02 15:00,0.306,0.217,0.166,31.345,0
2015-08-02 16:00,0.136,0.054,0.126,30.613,0
2015-08-02 17:00,0.035,0,0.061,29.507,0
2015-08-02 18:00,0,0,0,28.606,0
2015-08-02 19:00,0,0,0,28.189,0
2015-08-02 20:00,0,0,0,27.937,0
2015-08-02 21:00,0,0,0,27.678,0
2015-08-02 22:00,0,0,0,27.543,0
2015-08-02 23:00,0,0,0,27.448,0
2015-08-03 00:00,0,0,0,27.360,0
2015-08-03 01:00,0,0,0,27.248,0
2015-08-03 02:00,0,0,0,27.212,0
2015-08-03 03:00,0,0,0,27.064,0
2015-08-03 04:00,0.008,0,0.027,27.363,0
2015-08-03 05:00,0.077,0.020,0.090,28.255,0
2015-08-03 06:00,0.146,0.036,0.154,29.436,0
2015-08-03 07:00,0.268,0.173,0.161,30.500,0
2015-08-03 08:00,0.463,0.380,0.207,31.176,0
2015-08-03 09:00,0.553,0.397,0.316,31.398,0
2015-08-03 10:00,0.651,0.592,0.270,31.235,0
2015-08-03 11:00,0.660,0.588,0.286,30.898,0
2015-08-03 12:00,0.648,0.605,0.248,30.415,0
2015-08-03 13:00,0.526,0.387,0.282,29.960,0
2015-08-03 14:00,0.333,0.139,0.274,29.536,0
2015-08-03 15:00,0.093,0.006,0.123,29.017,0
2015-08-03 16:00,0.023,0.001,0.045,28.368,0
2015-08-03 17:00,0,-0,0.015,27.532,0
2015-08-03 18:00,0,0,0,26.911,0
2015-08-03 19:00,0,0,0,26.652,0
2015-08-03 20:00,0,0,0,26.558,0
2015-08-03 21:00,0,0,0,26.483,0
2015-08-03 22:00,0,0,0,26.402,0
2015-08-03 23:00,0,0,0,26.290,0
2015-08-04 00:00,0,0,0,26.242,0
2015-08-04 01:00,0,0,0,26.132,0
2015-08-04 02:00,0,0,0,26.002,0
2015-08-04 03:00,0,0,0,25.774,0
2015-08-04 04:00,0.007,0,0.026,25.827,0
2015-08-04 05:00,0.107,0.065,0.079,26.269,0
2015-08-04 06:00,0.281,0.242,0.102,27.375,0
2015-08-04 07:00,0.442,0.411,0.138,28.216,0
2015-08-04 08:00,0.538,0.468,0.214,28.750,0
2015-08-04 09:00,0.661,0.681,0.186,29.063,0
2015-08-04 10:00,0.720,0.784,0.178,29.351,0
2015-08-04 11:00,0.655,0.580,0.279,29.686,0
2015-08-04 12:00,0.642,0.608,0.233,29.982,0
2015-08-04 13:00,0.596,0.576,0.196,30.117,0
2015-08-04 14:00,0.459,0.373,0.203,29.904,0
2015-08-04 15:00,0.265,0.135,0.194,29.463,0
2015-08-04 16:00,0.054,0.001,0.083,28.729,0
2015-08-04 17:00,0.009,0,0.029,27.379,0
2015-08-04 18:00,0,0,0,26.547,0
2015-08-04 19:00,0,0,0,26.185,0
2015-08-04 20:00,0,0,0,25.976,0
2015-08-04 21:00,0,0,0,25.850,0
2015-08-04 22:00,0,0,0,25.767,0
2015-08-04 23:00,0,0,0,25.745,0
2015-08-05 00:00,0,0,0,25.761,0
2015-08-05 01:00,0,0,0,25.802,0
2015-08-05 02:00,0,0,0,25.891,0
2015-08-05 03:00,0,0,0,25.733,0
2015-08-05 04:00,0.006,0,0.025,25.916,0
2015-08-05 05:00,0.052,0.033,0.048,26.798,0
2015-08-05 06:00,0.282,0.253,0.094,27.996,0
2015-08-05 07:00,0.334,0.321,0.092,29.409,0
2015-08-05 08:00,0.471,0.467,0.128,30.454,0
2015-08-05 09:00,0.670,0.738,0.154,31.105,0
2015-08-05 10:00,0.718,0.808,0.165,31.503,0
2015-08-05 11:00,0.721,0.801,0.178,31.609,0
2015-08-05 12:00,0.681,0.725,0.186,31.410,0
2015-08-05 13:00,0.559,0.481,0.240,30.993,0
2015-08-05 14:00,0.223,0.052,0.228,30.485,0
2015-08-05 15:00,0.135,0.035,0.143,29.938,0
2015-08-05 16:00,0.068,0.009,0.092,29.191,0
2015-08-05 17:00,0.023,0,0.047,27.876,0
2015-08-05 18:00,0,0,0,26.896,0
2015-08-05 19:00,0,0,0,26.384,0
2015-08-05 20:00,0,0,0,25.997,0
2015-08-05 21:00,0,0,0,25.743,0
2015-08-05 22:00,0,0,0,25.555,0
2015-08-05 23:00,0,0,0,25.432,0
2015-08-06 00:00,0,0,0,25.384,0
2015-08-06 01:00,0,0,0,25.417,0
2015-08-06 02:00,0,0,0,25.422,0
2015-08-06 03:00,0,0,0,25.384,0
2015-08-06 04:00,0.005,0,0.024,25.946,0
2015-08-06 05:00,0.104,0.060,0.081,27.268,0
2015-08-06 06:00,0.276,0.238,0.105,29.178,0
2015-08-06 07:00,0.441,0.428,0.127,30.774,0
2015-08-06 08:00,0.576,0.615,0.137,32.325,0
2015-08-06 09:00,0.665,0.742,0.153,33.194,0
2015-08-06 10:00,0.714,0.813,0.164,33.374,0
2015-08-06 11:00,0.718,0.810,0.173,33.186,0
2015-08-06 12:00,0.641,0.612,0.242,32.697,0
2015-08-06 13:00,0.513,0.404,0.255,31.938,0
2015-08-06 14:00,0.448,0.355,0.211,31.279,0
2015-08-06 15:00,0.301,0.206,0.170,30.921,0
2015-08-06 16:00,0.131,0.049,0.125,30.408,0
2015-08-06 17:00,0.029,0,0.055,29.104,0
2015-08-06 18:00,0,0,0,28.312,0
2015-08-06 19:00,0,0,0,27.793,0
2015-08-06 20:00,0,0,0,27.424,0
2015-08-06 21:00,0,0,0,27.123,0
2015-08-06 22:00,0,0,0,26.982,0
2015-08-06 23:00,0,0,0,26.889,0
2015-08-07 00:00,0,0,0,26.755,0
2015-08-07 01:00,0,0,0,26.530,0
2015-08-07 02:00,0,0,0,26.259,0
2015-08-07 03:00,0,0,0,25.984,0
2015-08-07 04:00,0.005,0,0.023,26.536,0
2015-08-07 05:00,0.089,0.032,0.092,27.972,0
2015-08-07 06:00,0.266,0.217,0.114,29.774,0
2015-08-07 07:00,0.437,0.430,0.123,31.506,0
2015-08-07 08:00,0.413,0.250,0.274,32.699,0
2015-08-07 09:00,0.600,0.544,0.249,33.285,0
2015-08-07 10:00,0.694,0.746,0.198,33.310,0
2015-08-07 11:00,0.535,0.344,0.350,32.994,0
2015-08-07 12:00,0.594,0.521,0.260,32.693,0
2015-08-07 13:00,0.545,0.447,0.259,32.401,0
2015-08-07 14:00,0.457,0.389,0.191,31.899,0
2015-08-07 15:00,0.294,0.197,0.172,31.369,0
2015-08-07 16:00,0.132,0.056,0.119,30.455,0
2015-08-07 17:00,0.026,0,0.051,29.251,0
2015-08-07 18:00,0,0,0,28.326,0
2015-08-07 19:00,0,0,0,28.087,0
2015-08-07 20:00,0,0,0,27.710,0
2015-08-07 21:00,0,0,0,27.328,0
2015-08-07 22:00,0,0,0,27.147,0
2015-08-07 23:00,0,0,0,27.023,0
2015-08-08 00:00,0,0,0,26.995,0
2015-08-08 01:00,0,0,0,26.889,0
2015-08-08 02:00,0,0,0,26.801,0
2015-08-08 03:00,0,0,0,26.631,0
2015-08-08 04:00,0.004,0,0.022,26.871,0
2015-08-08 05:00,0.050,0.008,0.071,27.760,0
2015-08-08 06:00,0.247,0.184,0.122,28.680,0
2015-08-08 07:00,0.427,0.382,0.151,29.460,0
2015-08-08 08:00,0.569,0.570,0.161,29.958,0
2015-08-08 09:00,0.669,0.722,0.164,30.271,0
2015-08-08 10:00,0.695,0.711,0.217,30.404,0
2015-08-08 11:00,0.693,0.689,0.236,30.318,0
2015-08-08 12:00,0.673,0.684,0.208,30.196,0
2015-08-08 13:00,0.589,0.555,0.207,30.044,0
2015-08-08 14:00,0.460,0.382,0.196,29.838,0
2015-08-08 15:00,0.302,0.206,0.168,29.520,0
2015-08-08 16:00,0.130,0.046,0.125,28.924,0
2015-08-08 17:00,0.026,0,0.050,27.697,0
2015-08-08 18:00,0,0,0,26.892,0
2015-08-08 19:00,0,0,0,26.616,0
2015-08-08 20:00,0,0,0,26.454,0
2015-08-08 21:00,0,0,0,26.298,0
2015-08-08 22:00,0,0,0,26.240,0
2015-08-08 23:00,0,0,0,26.172,0
2015-08-09 00:00,0,0,0,26.083,0
2015-08-09 01:00,0,0,0,25.955,0
2015-08-09 02:00,0,0,0,25.751,0
2015-08-09 03:00,0,0,0,25.603,0
2015-08-09 04:00,0.001,0,0.018,26.011,0
2015-08-09 05:00,0.057,0.007,0.080,27.490,0
2015-08-09 06:00,0.247,0.168,0.139,28.903,0
2015-08-09 07:00,0.408,0.333,0.176,29.906,0
2015-08-09 08:00,0.509,0.405,0.243,30.530,0
2015-08-09 09:00,0.598,0.506,0.272,30.756,0
2015-08-09 10:00,0.587,0.416,0.346,30.837,0
2015-08-09 11:00,0.687,0.681,0.236,30.844,0
2015-08-09 12:00,0.678,0.706,0.197,30.744,0
2015-08-09 13:00,0.580,0.534,0.217,30.579,0
2015-08-09 14:00,0.420,0.284,0.241,30.301,0
2015-08-09 15:00,0.297,0.199,0.170,29.941,0
2015-08-09 16:00,0.127,0.045,0.124,29.383,0
2015-08-09 17:00,0.024,0,0.048,28.063,0
2015-08-09 18:00,0,0,0,27.195,0
2015-08-09 19:00,0,0,0,26.776,0
2015-08-09 20:00,0,0,0,26.495,0
2015-08-09 21:00,0,0,0,26.332,0
2015-08-09 22:00,0,0,0,26.239,0
2015-08-09 23:00,0,0,0,26.146,0
2015-08-10 00:00,0,0,0,26.140,0
2015-08-10 01:00,0,0,0,26.081,0
2015-08-10 02:00,0,0,0,25.929,0
2015-08-10 03:00,0,0,0,25.569,0
2015-08-10 04:00,0.003,0,0.020,25.686,0
2015-08-10 05:00,0.062,0.018,0.074,26.555,0
2015-08-10 06:00,0.193,0.074,0.168,27.870,0
2015-08-10 07:00,0.238,0.088,0.209,29.249,0
2015-08-10 08:00,0.438,0.279,0.270,30.158,0
2015-08-10 09:00,0.655,0.678,0.186,30.561,0
2015-08-10 10:00,0.704,0.744,0.200,30.548,0
2015-08-10 11:00,0.681,0.650,0.255,30.406,0
2015-08-10 12:00,0.605,0.488,0.297,30.227,0
2015-08-10 13:00,0.552,0.458,0.249,30.009,0
2015-08-10 14:00,0.453,0.363,0.205,29.684,0
2015-08-10 15:00,0.296,0.195,0.171,29.267,0
2015-08-10 16:00,0.127,0.044,0.123,28.584,0
2015-08-10 17:00,0.023,0,0.046,27.326,0
2015-08-10 18:00,0,0,0,26.519,0
2015-08-10 19:00,0,0,0,26.118,0
2015-08-10 20:00,0,0,0,25.855,0
2015-08-10 21:00,0,0,0,25.685,0
2015-08-10 22:00,0,0,0,25.529,0
2015-08-10 23:00,0,0,0,25.374,0
2015-08-11 00:00,0,0,0,25.234,0
2015-08-11 01:00,0,0,0,25.108,0
2015-08-11 02:00,0,0,0,24.969,0
2015-08-11 03:00,0,0,0,24.725,0
2015-08-11 04:00,0.003,0,0.020,24.826,0
2015-08-11 05:00,0.101,0.061,0.075,25.475,0
2015-08-11 06:00,0.279,0.244,0.097,26.082,0
2015-08-11 07:00,0.448,0.429,0.125,26.974,0
2015-08-11 08:00,0.585,0.602,0.144,27.767,0
2015-08-11 09:00,0.676,0.724,0.162,28.217,0
2015-08-11 10:00,0.724,0.783,0.180,28.288,0
2015-08-11 11:00,0.726,0.769,0.195,28.073,0
2015-08-11 12:00,0.681,0.681,0.208,27.738,0
2015-08-11 13:00,0.597,0.558,0.203,27.280,0
2015-08-11 14:00,0.392,0.222,0.259,26.805,0
2015-08-11 15:00,0.179,0.041,0.184,26.444,0
2015-08-11 16:00,0.112,0.020,0.129,26.170,0
2015-08-11 17:00,0.019,0,0.042,25.751,0
2015-08-11 18:00,0,0,0,25.567,0
2015-08-11 19:00,0,0,0,25.474,0
2015-08-11 20:00,0,0,0,25.369,0
2015-08-11 21:00,0,0,0,25.286,0
2015-08-11 22:00,0,0,0,25.135,0
2015-08-11 23:00,0,0,0,24.993,0
2015-08-12 00:00,0,0,0,24.868,0
2015-08-12 01:00,0,0,0,24.761,0
2015-08-12 02:00,0,0,0,24.648,0
2015-08-12 03:00,0,0,0,24.473,0
2015-08-12 04:00,0.001,0,0.018,24.729,0
2015-08-12 05:00,0.097,0.053,0.079,25.661,0
2015-08-12 06:00,0.268,0.216,0.113,26.934,0
2015-08-12 07:00,0.436,0.398,0.143,28.086,0
2015-08-12 08:00,0.572,0.567,0.163,28.809,0
2015-08-12 09:00,0.652,0.653,0.200,29.173,0
2015-08-12 10:00,0.694,0.698,0.222,29.227,0
2015-08-12 11:00,0.700,0.697,0.231,28.990,0
2015-08-12 12:00,0.616,0.504,0.291,28.614,0
2015-08-12 13:00,0.351,0.119,0.313,28.246,0
2015-08-12 14:00,0.063,0.002,0.092,27.903,0
2015-08-12 15:00,0.014,0,0.036,27.487,0
2015-08-12 16:00,0.002,0,0.020,26.915,0
2015-08-12 17:00,0,-0,0.009,25.987,0
2015-08-12 18:00,0,0,0,25.336,0
2015-08-12 19:00,0,0,0,25.017,0
2015-08-12 20:00,0,0,0,24.792,0
2015-08-12 21:00,0,0,0,24.687,0
2015-08-12 22:00,0,0,0,24.615,0
2015-08-12 23:00,0,0,0,24.508,0
2015-08-13 00:00,0,0,0,24.468,0
2015-08-13 01:00,0,0,0,24.393,0
