# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 40.734, 19.437 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"lat": "40.73359591755215", "lon": "19.437023344892737", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "header": "true", "local_time": "false", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-03-29 00:00,0,0,0,9.852,0
2015-03-29 01:00,0,0,0,9.805,0
2015-03-29 02:00,0,0,0,9.753,0
2015-03-29 03:00,0,0,0,9.614,0
2015-03-29 04:00,0,0,0,9.488,0
2015-03-29 05:00,0.059,0.060,0.024,10.625,0
2015-03-29 06:00,0.282,0.280,0.041,12.018,0
2015-03-29 07:00,0.500,0.519,0.058,12.990,0
2015-03-29 08:00,0.666,0.723,0.077,13.920,0
2015-03-29 09:00,0.768,0.848,0.104,14.628,0
2015-03-29 10:00,0.823,0.915,0.123,14.954,0
2015-03-29 11:00,0.831,0.924,0.128,14.973,0
2015-03-29 12:00,0.794,0.870,0.121,14.676,0
2015-03-29 13:00,0.684,0.689,0.137,14.096,0
2015-03-29 14:00,0.514,0.454,0.143,13.336,0
2015-03-29 15:00,0.295,0.204,0.132,12.518,0
2015-03-29 16:00,0.076,0.027,0.075,11.321,0
2015-03-29 17:00,0,-0,0.001,10.228,0
2015-03-29 18:00,0,0,0,9.999,0
2015-03-29 19:00,0,0,0,9.972,0
2015-03-29 20:00,0,0,0,9.955,0
2015-03-29 21:00,0,0,0,9.787,0
2015-03-29 22:00,0,0,0,9.557,0
2015-03-29 23:00,0,0,0,9.568,0
2015-03-30 00:00,0,0,0,9.726,0
2015-03-30 01:00,0,0,0,9.812,0
2015-03-30 02:00,0,0,0,9.824,0
2015-03-30 03:00,0,0,0,9.712,0
2015-03-30 04:00,0,0,0,9.462,0
2015-03-30 05:00,0.058,0.053,0.029,10.137,0
2015-03-30 06:00,0.283,0.275,0.047,11.495,0
2015-03-30 07:00,0.433,0.377,0.118,12.635,0
2015-03-30 08:00,0.412,0.206,0.266,13.239,0
2015-03-30 09:00,0.297,0.034,0.307,13.499,0
2015-03-30 10:00,0.424,0.118,0.370,13.620,0
2015-03-30 11:00,0.225,0.021,0.241,13.567,0
2015-03-30 12:00,0.176,0.001,0.208,13.382,0
2015-03-30 13:00,0.177,0.040,0.170,13.040,0
2015-03-30 14:00,0.115,0.029,0.115,12.678,0
2015-03-30 15:00,0.046,0,0.069,12.251,0
2015-03-30 16:00,0.005,0,0.022,11.653,0
2015-03-30 17:00,0,-0,0.001,11.239,0
2015-03-30 18:00,0,0,0,11.073,0
2015-03-30 19:00,0,0,0,10.972,0
2015-03-30 20:00,0,0,0,10.804,0
2015-03-30 21:00,0,0,0,10.601,0
2015-03-30 22:00,0,0,0,10.712,0
2015-03-30 23:00,0,0,0,11.052,0
2015-03-31 00:00,0,0,0,11.333,0
2015-03-31 01:00,0,0,0,11.577,0
2015-03-31 02:00,0,0,0,11.942,0
2015-03-31 03:00,0,0,0,11.905,0
2015-03-31 04:00,0,0,0,11.600,0
2015-03-31 05:00,0.033,0.021,0.035,12.263,0
2015-03-31 06:00,0.252,0.222,0.069,13.809,0
2015-03-31 07:00,0.497,0.518,0.063,15.150,0
2015-03-31 08:00,0.657,0.713,0.085,16.149,0
2015-03-31 09:00,0.757,0.834,0.113,16.794,0
2015-03-31 10:00,0.810,0.900,0.132,17.155,0
2015-03-31 11:00,0.817,0.904,0.139,17.211,0
2015-03-31 12:00,0.782,0.858,0.128,17.036,0
2015-03-31 13:00,0.672,0.677,0.143,16.700,0
2015-03-31 14:00,0.510,0.458,0.142,16.249,0
2015-03-31 15:00,0.292,0.206,0.133,15.739,0
2015-03-31 16:00,0.074,0.025,0.076,14.610,0
2015-03-31 17:00,0,-0,0.001,13.488,0
2015-03-31 18:00,0,0,0,13.042,0
2015-03-31 19:00,0,0,0,12.693,0
2015-03-31 20:00,0,0,0,12.374,0
2015-03-31 21:00,0,0,0,12.145,0
2015-03-31 22:00,0,0,0,12.012,0
2015-03-31 23:00,0,0,0,11.876,0
2015-04-01 00:00,0,0,0,11.706,0
2015-04-01 01:00,0,0,0,11.531,0
2015-04-01 02:00,0,0,0,11.443,0
2015-04-01 03:00,0,0,0,11.439,0
2015-04-01 04:00,0,0,0,11.434,0
2015-04-01 05:00,0.056,0.045,0.037,12.761,0
2015-04-01 06:00,0.266,0.234,0.072,13.687,0
2015-04-01 07:00,0.473,0.448,0.101,14.530,0
2015-04-01 08:00,0.634,0.633,0.128,15.290,0
2015-04-01 09:00,0.702,0.671,0.189,15.983,0
2015-04-01 10:00,0.680,0.543,0.287,16.344,0
2015-04-01 11:00,0.771,0.754,0.212,16.413,0
2015-04-01 12:00,0.627,0.462,0.294,16.302,0
2015-04-01 13:00,0.577,0.456,0.231,15.975,0
2015-04-01 14:00,0.433,0.294,0.209,15.383,0
2015-04-01 15:00,0.257,0.151,0.147,14.822,0
2015-04-01 16:00,0.079,0.024,0.082,13.860,0
2015-04-01 17:00,0,0,0.006,12.655,0
2015-04-01 18:00,0,0,0,12.516,0
2015-04-01 19:00,0,0,0,12.432,0
2015-04-01 20:00,0,0,0,12.387,0
2015-04-01 21:00,0,0,0,12.230,0
2015-04-01 22:00,0,0,0,12.099,0
2015-04-01 23:00,0,0,0,11.701,0
2015-04-02 00:00,0,0,0,11.031,0
2015-04-02 01:00,0,0,0,10.412,0
2015-04-02 02:00,0,0,0,9.725,0
2015-04-02 03:00,0,0,0,9.139,0
2015-04-02 04:00,0,0,0,8.777,0
2015-04-02 05:00,0.061,0.050,0.035,10.178,0
2015-04-02 06:00,0.274,0.244,0.069,11.604,0
2015-04-02 07:00,0.481,0.457,0.099,13.157,0
2015-04-02 08:00,0.643,0.648,0.122,14.298,0
2015-04-02 09:00,0.750,0.781,0.144,14.834,0
2015-04-02 10:00,0.801,0.838,0.166,14.915,0
2015-04-02 11:00,0.794,0.802,0.191,14.860,0
2015-04-02 12:00,0.733,0.688,0.210,14.659,0
2015-04-02 13:00,0.635,0.559,0.199,14.311,0
2015-04-02 14:00,0.479,0.372,0.183,13.789,0
2015-04-02 15:00,0.285,0.183,0.144,13.136,0
2015-04-02 16:00,0.081,0.024,0.083,12.178,0
2015-04-02 17:00,0,0,0.006,11.811,0
2015-04-02 18:00,0,0,0,11.676,0
2015-04-02 19:00,0,0,0,11.376,0
2015-04-02 20:00,0,0,0,11.119,0
2015-04-02 21:00,0,0,0,11.193,0
2015-04-02 22:00,0,0,0,11.163,0
2015-04-02 23:00,0,0,0,11.094,0
2015-04-03 00:00,0,0,0,11.092,0
2015-04-03 01:00,0,0,0,11.204,0
2015-04-03 02:00,0,0,0,11.130,0
2015-04-03 03:00,0,0,0,11.055,0
2015-04-03 04:00,0,0,0,11.186,0
2015-04-03 05:00,0.048,0.032,0.041,12.078,0
2015-04-03 06:00,0.210,0.126,0.119,13.244,0
2015-04-03 07:00,0.367,0.251,0.170,13.951,0
2015-04-03 08:00,0.287,0.099,0.232,14.670,0
2015-04-03 09:00,0.227,0.023,0.243,14.780,0
2015-04-03 10:00,0.482,0.274,0.286,14.550,0
2015-04-03 11:00,0.254,0.035,0.259,14.426,0
2015-04-03 12:00,0.385,0.127,0.316,14.230,0
2015-04-03 13:00,0.601,0.489,0.222,13.901,0
2015-04-03 14:00,0.483,0.377,0.181,13.455,0
2015-04-03 15:00,0.286,0.183,0.145,12.827,0
2015-04-03 16:00,0.083,0.024,0.085,11.560,0
2015-04-03 17:00,0,0,0.007,10.361,0
2015-04-03 18:00,0,0,0,10.120,0
2015-04-03 19:00,0,0,0,9.878,0
2015-04-03 20:00,0,0,0,9.517,0
2015-04-03 21:00,0,0,0,9.032,0
2015-04-03 22:00,0,0,0,8.586,0
2015-04-03 23:00,0,0,0,8.281,0
2015-04-04 00:00,0,0,0,7.922,0
2015-04-04 01:00,0,0,0,7.495,0
2015-04-04 02:00,0,0,0,7.117,0
2015-04-04 03:00,0,0,0,6.752,0
2015-04-04 04:00,0,0,0.002,6.562,0
2015-04-04 05:00,0.071,0.056,0.039,7.836,0
2015-04-04 06:00,0.283,0.246,0.073,9.311,0
2015-04-04 07:00,0.490,0.454,0.105,10.716,0
2015-04-04 08:00,0.573,0.468,0.199,11.907,0
2015-04-04 09:00,0.507,0.237,0.347,12.161,0
2015-04-04 10:00,0.593,0.328,0.365,12.279,0
2015-04-04 11:00,0.598,0.331,0.370,12.416,0
2015-04-04 12:00,0.445,0.138,0.371,12.519,0
2015-04-04 13:00,0.398,0.129,0.325,12.534,0
2015-04-04 14:00,0.210,0.027,0.218,12.420,0
2015-04-04 15:00,0.081,0.001,0.107,11.979,0
2015-04-04 16:00,0.027,0.001,0.048,11.276,0
2015-04-04 17:00,0,0,0.005,10.882,0
2015-04-04 18:00,0,0,0,10.722,0
2015-04-04 19:00,0,0,0,10.549,0
2015-04-04 20:00,0,0,0,10.386,0
2015-04-04 21:00,0,0,0,10.251,0
2015-04-04 22:00,0,0,0,10.177,0
2015-04-04 23:00,0,0,0,10.096,0
2015-04-05 00:00,0,0,0,10.040,0
2015-04-05 01:00,0,0,0,10.043,0
2015-04-05 02:00,0,0,0,10.110,0
2015-04-05 03:00,0,0,0,10.231,0
2015-04-05 04:00,0,0,0.002,10.469,0
2015-04-05 05:00,0.013,0.001,0.030,11.154,0
2015-04-05 06:00,0.030,0,0.052,11.737,0
2015-04-05 07:00,0.034,0,0.057,12.234,0
2015-04-05 08:00,0.036,0,0.059,12.791,0
2015-04-05 09:00,0.055,0,0.081,13.280,0
2015-04-05 10:00,0.046,0,0.070,13.944,0
2015-04-05 11:00,0.064,0.001,0.089,14.275,0
2015-04-05 12:00,0.148,0.009,0.170,14.368,0
2015-04-05 13:00,0.359,0.107,0.306,14.186,0
2015-04-05 14:00,0.296,0.087,0.253,13.989,0
2015-04-05 15:00,0.186,0.057,0.163,13.835,0
2015-04-05 16:00,0.080,0.023,0.084,13.525,0
2015-04-05 17:00,0,0,0.008,13.398,0
2015-04-05 18:00,0,0,0,13.506,0
2015-04-05 19:00,0,0,0,13.473,0
2015-04-05 20:00,0,0,0,12.881,0
2015-04-05 21:00,0,0,0,12.072,0
2015-04-05 22:00,0,0,0,11.621,0
2015-04-05 23:00,0,0,0,11.240,0
2015-04-06 00:00,0,0,0,10.991,0
2015-04-06 01:00,0,0,0,10.883,0
2015-04-06 02:00,0,0,0,10.687,0
2015-04-06 03:00,0,0,0,10.588,0
2015-04-06 04:00,0,0,0.003,10.535,0
2015-04-06 05:00,0.044,0.016,0.052,11.063,0
2015-04-06 06:00,0.227,0.139,0.121,11.504,0
2015-04-06 07:00,0.370,0.244,0.176,11.583,0
2015-04-06 08:00,0.165,0.034,0.161,11.635,0
2015-04-06 09:00,0.215,0.008,0.241,11.726,0
2015-04-06 10:00,0.326,0.060,0.311,11.985,0
2015-04-06 11:00,0.514,0.205,0.387,12.016,0
2015-04-06 12:00,0.268,0.029,0.277,11.905,0
2015-04-06 13:00,0.212,0.015,0.230,11.725,0
2015-04-06 14:00,0.188,0.024,0.196,11.490,0
2015-04-06 15:00,0.084,0.003,0.107,11.219,0
2015-04-06 16:00,0.039,0.002,0.060,10.787,0
2015-04-06 17:00,0,0,0.005,10.340,0
2015-04-06 18:00,0,0,0,9.925,0
2015-04-06 19:00,0,0,0,9.430,0
2015-04-06 20:00,0,0,0,8.926,0
2015-04-06 21:00,0,0,0,8.460,0
2015-04-06 22:00,0,0,0,8.220,0
2015-04-06 23:00,0,0,0,8.082,0
2015-04-07 00:00,0,0,0,7.998,0
2015-04-07 01:00,0,0,0,7.835,0
2015-04-07 02:00,0,0,0,7.532,0
2015-04-07 03:00,0,0,0,7.130,0
2015-04-07 04:00,0,-0,0.001,6.883,0
2015-04-07 05:00,0.061,0.031,0.054,7.503,0
2015-04-07 06:00,0.229,0.140,0.119,8.099,0
2015-04-07 07:00,0.245,0.069,0.208,8.566,0
2015-04-07 08:00,0.314,0.101,0.251,9.106,0
2015-04-07 09:00,0.619,0.448,0.269,9.592,0
2015-04-07 10:00,0.264,0.031,0.268,9.926,0
2015-04-07 11:00,0.515,0.245,0.343,10.087,0
2015-04-07 12:00,0.571,0.305,0.353,10.139,0
2015-04-07 13:00,0.307,0.090,0.256,10.260,0
2015-04-07 14:00,0.145,0.066,0.107,10.371,0
2015-04-07 15:00,0.222,0.084,0.171,10.361,0
2015-04-07 16:00,0.083,0.024,0.085,9.963,0
2015-04-07 17:00,0,0,0.008,9.587,0
2015-04-07 18:00,0,0,0,9.458,0
2015-04-07 19:00,0,0,0,9.268,0
2015-04-07 20:00,0,0,0,8.998,0
2015-04-07 21:00,0,0,0,8.680,0
2015-04-07 22:00,0,0,0,8.379,0
2015-04-07 23:00,0,0,0,8.138,0
2015-04-08 00:00,0,0,0,7.940,0
2015-04-08 01:00,0,0,0,7.764,0
2015-04-08 02:00,0,0,0,7.681,0
2015-04-08 03:00,0,0,0,7.607,0
2015-04-08 04:00,0,0,0.004,7.567,0
2015-04-08 05:00,0.082,0.061,0.046,8.707,0
2015-04-08 06:00,0.286,0.236,0.087,9.641,0
2015-04-08 07:00,0.465,0.384,0.144,10.331,0
2015-04-08 08:00,0.646,0.609,0.150,10.929,0
2015-04-08 09:00,0.712,0.641,0.211,11.308,0
2015-04-08 10:00,0.489,0.190,0.370,11.585,0
2015-04-08 11:00,0.449,0.136,0.376,11.846,0
2015-04-08 12:00,0.478,0.179,0.368,12.067,0
2015-04-08 13:00,0.363,0.093,0.320,12.169,0
2015-04-08 14:00,0.359,0.176,0.232,12.060,0
2015-04-08 15:00,0.253,0.120,0.169,11.704,0
2015-04-08 16:00,0.059,0.005,0.078,10.696,0
2015-04-08 17:00,0,0,0.006,9.578,0
2015-04-08 18:00,0,0,0,9.253,0
2015-04-08 19:00,0,0,0,8.881,0
2015-04-08 20:00,0,0,0,8.427,0
2015-04-08 21:00,0,0,0,7.987,0
2015-04-08 22:00,0,0,0,7.629,0
2015-04-08 23:00,0,0,0,7.341,0
2015-04-09 00:00,0,0,0,7.142,0
2015-04-09 01:00,0,0,0,6.998,0
2015-04-09 02:00,0,0,0,6.894,0
2015-04-09 03:00,0,0,0,6.936,0
2015-04-09 04:00,0,0,0.005,7.314,0
2015-04-09 05:00,0.084,0.063,0.046,9.368,0
2015-04-09 06:00,0.185,0.085,0.132,11.144,0
2015-04-09 07:00,0.420,0.302,0.176,12.214,0
2015-04-09 08:00,0.637,0.602,0.154,13.075,0
2015-04-09 09:00,0.747,0.749,0.166,13.679,0
2015-04-09 10:00,0.587,0.347,0.345,14.138,0
2015-04-09 11:00,0.674,0.520,0.292,14.513,0
2015-04-09 12:00,0.755,0.741,0.191,14.751,0
2015-04-09 13:00,0.650,0.594,0.188,14.840,0
2015-04-09 14:00,0.492,0.397,0.177,14.762,0
2015-04-09 15:00,0.294,0.192,0.146,14.442,0
2015-04-09 16:00,0.091,0.027,0.092,13.325,0
2015-04-09 17:00,0,0,0.010,12.005,0
2015-04-09 18:00,0,0,0,11.593,0
2015-04-09 19:00,0,0,0,11.232,0
2015-04-09 20:00,0,0,0,10.993,0
2015-04-09 21:00,0,0,0,10.869,0
2015-04-09 22:00,0,0,0,10.674,0
2015-04-09 23:00,0,0,0,10.334,0
2015-04-10 00:00,0,0,0,9.916,0
2015-04-10 01:00,0,0,0,9.452,0
2015-04-10 02:00,0,0,0,8.998,0
2015-04-10 03:00,0,0,0,8.645,0
2015-04-10 04:00,0,0,0.006,8.555,0
2015-04-10 05:00,0.087,0.065,0.049,9.994,0
2015-04-10 06:00,0.298,0.257,0.081,11.439,0
2015-04-10 07:00,0.497,0.467,0.109,13.317,0
2015-04-10 08:00,0.651,0.652,0.132,15.094,0
2015-04-10 09:00,0.754,0.787,0.151,16.063,0
2015-04-10 10:00,0.803,0.847,0.170,16.399,0
2015-04-10 11:00,0.800,0.825,0.186,16.426,0
2015-04-10 12:00,0.747,0.734,0.195,16.281,0
2015-04-10 13:00,0.645,0.589,0.191,15.938,0
2015-04-10 14:00,0.490,0.395,0.178,15.294,0
2015-04-10 15:00,0.294,0.192,0.147,14.475,0
2015-04-10 16:00,0.092,0.027,0.093,13.226,0
2015-04-10 17:00,0,0,0.010,12.044,0
2015-04-10 18:00,0,0,0,12.013,0
2015-04-10 19:00,0,0,0,12.099,0
2015-04-10 20:00,0,0,0,12.294,0
2015-04-10 21:00,0,0,0,12.156,0
2015-04-10 22:00,0,0,0,12.008,0
2015-04-10 23:00,0,0,0,11.736,0
2015-04-11 00:00,0,0,0,11.401,0
2015-04-11 01:00,0,0,0,11.192,0
2015-04-11 02:00,0,0,0,10.966,0
2015-04-11 03:00,0,0,0,10.686,0
2015-04-11 04:00,0,0,0.007,10.491,0
2015-04-11 05:00,0.090,0.068,0.049,11.411,0
2015-04-11 06:00,0.299,0.259,0.083,12.773,0
2015-04-11 07:00,0.498,0.469,0.110,13.865,0
2015-04-11 08:00,0.653,0.649,0.135,14.790,0
2015-04-11 09:00,0.757,0.787,0.152,15.409,0
2015-04-11 10:00,0.802,0.834,0.177,15.757,0
2015-04-11 11:00,0.800,0.817,0.190,15.895,0
2015-04-11 12:00,0.745,0.722,0.201,15.865,0
2015-04-11 13:00,0.641,0.575,0.197,15.683,0
2015-04-11 14:00,0.487,0.387,0.182,15.326,0
2015-04-11 15:00,0.290,0.182,0.152,14.766,0
2015-04-11 16:00,0.094,0.029,0.093,13.561,0
2015-04-11 17:00,0,0,0.011,12.366,0
2015-04-11 18:00,0,0,0,12.089,0
2015-04-11 19:00,0,0,0,11.984,0
2015-04-11 20:00,0,0,0,11.865,0
2015-04-11 21:00,0,0,0,11.741,0
2015-04-11 22:00,0,0,0,11.610,0
2015-04-11 23:00,0,0,0,11.487,0
2015-04-12 00:00,0,0,0,11.332,0
2015-04-12 01:00,0,0,0,11.094,0
2015-04-12 02:00,0,0,0,10.894,0
2015-04-12 03:00,0,0,0,10.701,0
2015-04-12 04:00,0,0,0.006,10.656,0
2015-04-12 05:00,0.021,0.003,0.039,11.348,0
2015-04-12 06:00,0.154,0.037,0.148,12.472,0
2015-04-12 07:00,0.427,0.304,0.186,13.641,0
2015-04-12 08:00,0.643,0.622,0.150,14.999,0
2015-04-12 09:00,0.753,0.776,0.158,15.833,0
2015-04-12 10:00,0.795,0.816,0.186,16.158,0
2015-04-12 11:00,0.797,0.812,0.194,16.201,0
2015-04-12 12:00,0.745,0.722,0.201,15.959,0
2015-04-12 13:00,0.632,0.548,0.210,15.496,0
2015-04-12 14:00,0.463,0.330,0.208,14.845,0
2015-04-12 15:00,0.278,0.158,0.163,14.097,0
2015-04-12 16:00,0.091,0.025,0.094,13.120,0
2015-04-12 17:00,0,0,0.011,11.919,0
2015-04-12 18:00,0,0,0,11.614,0
2015-04-12 19:00,0,0,0,11.451,0
2015-04-12 20:00,0,0,0,11.315,0
2015-04-12 21:00,0,0,0,11.288,0
2015-04-12 22:00,0,0,0,11.379,0
2015-04-12 23:00,0,0,0,11.524,0
2015-04-13 00:00,0,0,0,11.725,0
2015-04-13 01:00,0,0,0,11.938,0
2015-04-13 02:00,0,0,0,12.140,0
2015-04-13 03:00,0,0,0,12.283,0
2015-04-13 04:00,0,0,0.007,12.496,0
2015-04-13 05:00,0.079,0.042,0.064,13.330,0
2015-04-13 06:00,0.265,0.187,0.119,14.331,0
2015-04-13 07:00,0.344,0.176,0.221,15.348,0
2015-04-13 08:00,0.381,0.145,0.298,16.392,0
2015-04-13 09:00,0.523,0.275,0.345,17.247,0
2015-04-13 10:00,0.739,0.682,0.243,17.798,0
2015-04-13 11:00,0.793,0.820,0.190,17.970,0
2015-04-13 12:00,0.666,0.556,0.262,17.878,0
2015-04-13 13:00,0.550,0.399,0.258,17.661,0
2015-04-13 14:00,0.415,0.261,0.225,17.451,0
2015-04-13 15:00,0.184,0.051,0.170,17.061,0
2015-04-13 16:00,0.070,0.016,0.081,16.045,0
2015-04-13 17:00,0,0,0.012,14.921,0
2015-04-13 18:00,0,0,0,14.389,0
2015-04-13 19:00,0,0,0,14.004,0
2015-04-13 20:00,0,0,0,13.622,0
2015-04-13 21:00,0,0,0,13.341,0
2015-04-13 22:00,0,0,0,13.167,0
2015-04-13 23:00,0,0,0,13.087,0
2015-04-14 00:00,0,0,0,13.002,0
2015-04-14 01:00,0,0,0,12.928,0
2015-04-14 02:00,0,0,0,12.861,0
2015-04-14 03:00,0,0,0,12.715,0
2015-04-14 04:00,0,0,0.008,12.605,0
2015-04-14 05:00,0.078,0.036,0.069,13.565,0
2015-04-14 06:00,0.260,0.171,0.131,14.753,0
2015-04-14 07:00,0.457,0.375,0.160,16.084,0
2015-04-14 08:00,0.465,0.272,0.275,17.010,0
2015-04-14 09:00,0.656,0.574,0.227,17.446,0
2015-04-14 10:00,0.780,0.790,0.199,17.792,0
2015-04-14 11:00,0.750,0.694,0.248,17.918,0
2015-04-14 12:00,0.733,0.705,0.210,17.748,0
2015-04-14 13:00,0.624,0.540,0.216,17.373,0
2015-04-14 14:00,0.362,0.164,0.257,16.831,0
2015-04-14 15:00,0.174,0.036,0.173,16.117,0
2015-04-14 16:00,0.062,0.010,0.078,15.252,0
2015-04-14 17:00,0,0,0.012,14.181,0
2015-04-14 18:00,0,0,0,13.689,0
2015-04-14 19:00,0,0,0,13.507,0
2015-04-14 20:00,0,0,0,13.407,0
2015-04-14 21:00,0,0,0,13.372,0
2015-04-14 22:00,0,0,0,13.415,0
2015-04-14 23:00,0,0,0,13.430,0
2015-04-15 00:00,0,0,0,13.231,0
2015-04-15 01:00,0,0,0,13.029,0
2015-04-15 02:00,0,0,0,12.800,0
2015-04-15 03:00,0,0,0,12.541,0
2015-04-15 04:00,0,0,0.009,12.573,0
2015-04-15 05:00,0.073,0.027,0.073,13.740,0
2015-04-15 06:00,0.229,0.116,0.152,15.055,0
2015-04-15 07:00,0.362,0.191,0.230,16.451,0
2015-04-15 08:00,0.595,0.515,0.202,17.386,0
2015-04-15 09:00,0.716,0.689,0.202,18.063,0
2015-04-15 10:00,0.800,0.858,0.167,18.428,0
2015-04-15 11:00,0.803,0.857,0.172,18.514,0
2015-04-15 12:00,0.748,0.754,0.187,18.339,0
2015-04-15 13:00,0.644,0.599,0.188,17.919,0
2015-04-15 14:00,0.480,0.374,0.191,17.241,0
2015-04-15 15:00,0.288,0.177,0.158,16.265,0
2015-04-15 16:00,0.095,0.024,0.099,15.023,0
2015-04-15 17:00,0,0,0.012,13.561,0
2015-04-15 18:00,0,0,0,13.184,0
2015-04-15 19:00,0,0,0,13.125,0
2015-04-15 20:00,0,0,0,13.126,0
2015-04-15 21:00,0,0,0,13.176,0
2015-04-15 22:00,0,0,0,13.204,0
2015-04-15 23:00,0,0,0,13.167,0
2015-04-16 00:00,0,0,0,13.196,0
2015-04-16 01:00,0,0,0,13.320,0
2015-04-16 02:00,0,0,0,13.168,0
2015-04-16 03:00,0,0,0,12.801,0
2015-04-16 04:00,0,0,0.010,12.636,0
2015-04-16 05:00,0.109,0.094,0.044,13.840,0
2015-04-16 06:00,0.315,0.287,0.077,15.202,0
2015-04-16 07:00,0.507,0.492,0.106,16.352,0
2015-04-16 08:00,0.656,0.669,0.131,17.134,0
2015-04-16 09:00,0.757,0.805,0.147,17.628,0
2015-04-16 10:00,0.806,0.867,0.163,17.874,0
2015-04-16 11:00,0.801,0.843,0.180,17.914,0
2015-04-16 12:00,0.746,0.743,0.193,17.828,0
2015-04-16 13:00,0.644,0.597,0.189,17.628,0
2015-04-16 14:00,0.492,0.404,0.177,17.290,0
2015-04-16 15:00,0.298,0.197,0.150,16.715,0
2015-04-16 16:00,0.098,0.028,0.099,15.604,0
2015-04-16 17:00,0,0,0.013,14.110,0
2015-04-16 18:00,0,0,0,13.605,0
2015-04-16 19:00,0,0,0,13.295,0
2015-04-16 20:00,0,0,0,13.001,0
2015-04-16 21:00,0,0,0,12.731,0
2015-04-16 22:00,0,0,0,12.524,0
2015-04-16 23:00,0,0,0,12.271,0
2015-04-17 00:00,0,0,0,12.012,0
2015-04-17 01:00,0,0,0,11.820,0
2015-04-17 02:00,0,0,0,11.687,0
2015-04-17 03:00,0,0,0,11.542,0
2015-04-17 04:00,0,0,0.010,11.826,0
2015-04-17 05:00,0.107,0.081,0.055,13.729,0
2015-04-17 06:00,0.309,0.266,0.091,15.029,0
2015-04-17 07:00,0.499,0.465,0.122,16.397,0
2015-04-17 08:00,0.645,0.638,0.148,17.360,0
2015-04-17 09:00,0.750,0.781,0.160,17.808,0
2015-04-17 10:00,0.796,0.834,0.180,17.924,0
2015-04-17 11:00,0.742,0.670,0.260,17.954,0
2015-04-17 12:00,0.704,0.630,0.243,17.882,0
2015-04-17 13:00,0.643,0.594,0.191,17.658,0
2015-04-17 14:00,0.483,0.381,0.188,17.212,0
2015-04-17 15:00,0.296,0.193,0.151,16.626,0
2015-04-17 16:00,0.097,0.026,0.101,15.762,0
2015-04-17 17:00,0,0,0.012,14.663,0
2015-04-17 18:00,0,0,0,14.464,0
2015-04-17 19:00,0,0,0,14.420,0
2015-04-17 20:00,0,0,0,14.086,0
2015-04-17 21:00,0,0,0,13.758,0
2015-04-17 22:00,0,0,0,13.551,0
2015-04-17 23:00,0,0,0,13.499,0
2015-04-18 00:00,0,0,0,13.522,0
2015-04-18 01:00,0,0,0,13.517,0
2015-04-18 02:00,0,0,0,13.417,0
2015-04-18 03:00,0,0,0,13.110,0
2015-04-18 04:00,0,0,0.010,13.408,0
2015-04-18 05:00,0.078,0.028,0.077,14.696,0
2015-04-18 06:00,0.306,0.255,0.099,15.739,0
2015-04-18 07:00,0.503,0.474,0.119,16.609,0
2015-04-18 08:00,0.654,0.659,0.138,17.246,0
2015-04-18 09:00,0.753,0.790,0.156,17.697,0
2015-04-18 10:00,0.800,0.849,0.173,17.966,0
2015-04-18 11:00,0.796,0.826,0.189,18.066,0
2015-04-18 12:00,0.744,0.738,0.196,18.046,0
2015-04-18 13:00,0.643,0.593,0.192,17.904,0
2015-04-18 14:00,0.491,0.402,0.179,17.680,0
2015-04-18 15:00,0.299,0.201,0.148,17.249,0
2015-04-18 16:00,0.100,0.029,0.101,16.411,0
2015-04-18 17:00,0,0,0.014,15.144,0
2015-04-18 18:00,0,0,0,14.733,0
2015-04-18 19:00,0,0,0,14.391,0
2015-04-18 20:00,0,0,0,14.082,0
2015-04-18 21:00,0,0,0,13.962,0
2015-04-18 22:00,0,0,0,13.887,0
2015-04-18 23:00,0,0,0,13.855,0
2015-04-19 00:00,0,0,0,13.823,0
2015-04-19 01:00,0,0,0,13.808,0
2015-04-19 02:00,0,0,0,13.987,0
2015-04-19 03:00,0,0,0,13.884,0
2015-04-19 04:00,0,0,0.011,13.837,0
2015-04-19 05:00,0.043,0.014,0.054,14.401,0
2015-04-19 06:00,0.149,0.026,0.155,15.238,0
2015-04-19 07:00,0.314,0.109,0.256,16.209,0
2015-04-19 08:00,0.417,0.159,0.327,16.792,0
2015-04-19 09:00,0.463,0.157,0.386,16.927,0
2015-04-19 10:00,0.487,0.167,0.407,17.020,0
2015-04-19 11:00,0.706,0.590,0.282,17.076,0
2015-04-19 12:00,0.744,0.726,0.201,17.008,0
2015-04-19 13:00,0.589,0.451,0.255,16.847,0
2015-04-19 14:00,0.430,0.264,0.239,16.555,0
